,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CabinFirst,CabinSecond,CabinThird
57,0137_01,0,True,2,1,False,0,0,0,0,0,6,0,1
58,0142_01,2,True,2,0,False,0,0,0,0,0,5,0,1
59,0142_02,2,False,2,1,False,0,0,0,0,0,5,0,1
60,0142_03,2,False,2,0,False,0,0,0,0,0,5,0,1
61,0143_01,1,False,0,1,False,0,1,0,0,0,2,0,0
62,0145_01,0,False,2,3,False,0,0,0,0,0,4,0,0
63,0150_01,1,True,2,2,False,0,0,0,0,0,1,0,0
64,0150_02,1,True,2,3,False,0,0,0,0,0,1,0,0
65,0153_01,0,False,2,1,False,0,0,0,0,0,5,0,1
66,0154_01,0,True,1,2,False,0,0,0,0,0,6,0,0
67,0155_01,2,False,2,2,False,0,0,0,0,0,5,0,0
68,0156_01,2,False,2,1,False,0,0,0,0,0,5,0,0
69,0157_01,1,False,2,2,False,0,0,0,0,0,0,0,0
70,0158_01,0,False,0,1,False,0,0,0,0,0,4,0,1
71,0158_02,0,False,2,1,False,0,0,0,0,0,5,0,1
72,0159_01,0,False,2,2,False,0,0,0,0,0,5,0,1
73,0161_01,0,False,0,1,False,0,0,0,0,0,5,0,0
74,0162_01,2,True,0,1,False,0,0,0,0,0,5,0,0
75,0166_01,0,False,2,1,False,0,0,0,0,0,6,0,1
76,0168_01,1,True,2,1,False,0,0,0,0,0,2,0,1
77,0175_01,0,True,2,0,False,0,0,0,0,0,6,0,0
78,0175_02,0,False,0,0,False,0,0,0,0,0,6,0,0
79,0175_03,0,True,2,0,False,0,0,0,0,0,6,0,0
80,0175_04,0,True,2,1,False,0,0,0,0,0,6,0,0
81,0175_05,0,False,2,0,False,0,0,0,0,0,6,0,0
82,0176_01,0,False,1,1,False,0,0,0,0,0,5,0,0
83,0180_01,0,False,2,1,False,0,0,0,0,0,5,0,0
84,0184_01,2,False,2,1,False,0,0,0,0,0,4,0,0
85,0185_01,2,False,2,1,False,0,0,0,0,0,5,0,1
86,0187_01,2,True,0,1,False,0,0,0,0,0,5,0,1
87,0191_01,0,False,2,2,False,0,0,0,0,0,5,0,1
88,0194_01,1,True,2,0,False,0,0,0,0,0,2,0,0
89,0194_02,1,True,0,1,False,0,0,0,0,0,2,0,0
90,0194_03,1,False,0,1,True,0,0,0,0,0,2,0,0
91,0204_01,0,False,1,1,False,0,0,0,0,0,5,0,0
92,0208_01,0,False,2,2,False,0,0,0,0,0,6,0,0
93,0209_01,1,False,2,2,False,0,0,0,1,0,1,0,0
94,0214_01,1,False,2,2,False,0,0,0,0,0,4,0,1
95,0214_02,1,False,2,2,False,0,0,0,0,0,4,0,1
96,0215_01,0,True,2,1,False,0,0,0,0,0,6,0,0
97,0218_01,0,False,2,1,False,0,0,0,0,0,6,0,0
98,0226_01,1,False,0,1,False,0,0,1,0,0,3,0,1
100,0228_01,1,True,2,2,False,0,0,0,0,0,1,0,1
101,0228_02,1,False,0,2,False,0,3,0,0,0,1,0,1
102,0228_03,1,True,0,2,False,0,0,0,0,0,1,0,1
103,0228_04,1,False,2,2,False,0,0,0,0,0,1,0,1
104,0230_01,0,True,1,1,False,0,0,0,0,0,5,0,0
105,0230_02,0,False,2,1,False,0,0,0,0,0,5,0,0
106,0235_01,0,True,2,1,False,0,0,0,0,0,6,0,0
107,0236_01,2,True,2,2,False,0,0,0,0,0,5,0,0
108,0238_01,2,False,2,2,False,0,0,0,0,0,3,0,0
109,0247_01,1,True,0,1,False,0,0,0,0,0,3,0,0
110,0247_02,1,True,0,1,False,0,0,0,0,0,3,0,0
111,0249_01,0,False,2,3,False,0,0,0,0,0,6,0,0
112,0256_01,0,False,1,2,False,0,0,0,0,0,5,0,1
113,0259_01,2,False,0,1,False,0,0,0,0,0,5,0,0
114,0262_01,0,False,2,1,False,0,0,0,0,0,6,0,1
115,0264_01,1,True,0,1,False,0,0,0,0,0,1,0,1
116,0264_02,1,True,2,2,False,0,0,0,0,0,1,0,1
117,0264_03,1,False,0,1,False,0,0,0,0,0,1,0,1
118,0266_01,2,False,2,2,False,0,0,0,0,0,4,0,0
119,0266_02,2,False,2,1,False,0,0,0,0,0,5,0,0
120,0268_01,2,False,2,3,False,0,0,0,0,0,5,0,0
121,0268_02,2,False,0,1,False,0,0,0,0,0,4,0,0
122,0271_01,0,False,2,1,False,0,0,0,0,0,6,0,0
123,0272_01,2,False,2,3,False,0,0,0,0,0,3,0,0
124,0273_01,2,False,2,3,False,0,0,0,0,0,5,0,0
125,0273_02,2,True,2,1,False,0,0,0,0,0,5,0,0
126,0273_03,2,False,2,2,False,0,0,0,0,0,4,0,0
127,0274_01,2,False,2,0,False,0,0,0,0,0,4,0,1
128,0274_02,2,True,2,1,False,0,0,0,0,0,4,0,1
129,0276_01,1,False,0,1,False,0,0,0,0,0,1,0,1
130,0276_02,1,True,2,1,False,0,0,0,0,0,1,0,1
131,0279_01,0,False,0,2,False,0,0,0,0,0,5,0,0
132,0280_01,0,False,2,1,False,0,0,0,0,0,5,0,1
133,0284_01,2,False,2,3,False,0,0,0,0,0,4,0,0
134,0292_01,0,False,2,1,False,0,0,0,0,0,5,0,1
136,0295_01,0,False,1,2,False,0,0,0,0,0,5,0,0
137,0296_01,2,False,0,3,False,0,0,0,0,0,5,0,1
138,0299_01,0,False,0,1,False,0,0,0,0,0,5,0,1
139,0300_01,1,False,2,1,False,0,1,0,0,0,3,0,0
140,0308_01,0,True,1,0,False,0,0,0,0,0,6,0,0
141,0311_01,0,False,0,1,False,0,0,0,0,0,4,0,0
142,0312_01,0,True,2,1,False,0,0,0,0,0,6,0,0
143,0317_01,0,False,2,1,False,0,0,0,0,0,6,0,1
144,0318_01,0,True,1,1,False,0,0,0,0,0,6,0,0
145,0319_01,2,False,2,1,False,0,0,0,0,0,4,0,0
146,0319_02,2,True,0,1,False,0,0,0,0,0,5,0,0
148,0325_01,0,False,2,2,False,0,0,0,0,0,6,0,0
149,0328_01,0,False,2,2,False,0,0,0,0,0,5,0,0
150,0329_01,1,True,0,2,False,0,0,0,0,0,1,0,0
151,0332_01,0,True,2,1,False,0,0,0,0,0,6,0,0
152,0335_01,2,False,2,1,False,0,0,0,0,0,4,0,1
153,0339_01,0,False,2,3,False,0,0,0,0,0,5,0,0
154,0339_02,0,False,0,0,False,0,0,0,0,0,5,0,0
155,0339_03,0,False,2,1,False,0,0,0,0,0,5,0,0
156,0339_04,0,True,0,0,False,0,0,0,0,0,6,0,0
157,0339_05,0,True,0,1,False,0,0,0,0,0,6,0,0
158,0339_06,0,False,2,0,False,0,0,0,0,0,5,0,0
159,0339_07,0,False,2,2,False,0,0,0,0,0,6,0,0
160,0339_08,0,False,2,2,False,0,0,0,0,0,5,0,0
161,0342_01,0,False,1,1,False,0,0,0,0,0,4,0,0
162,0342_02,0,True,1,2,False,0,0,0,0,0,6,0,0
163,0344_01,1,True,2,1,False,0,0,0,0,0,2,0,0
164,0344_02,1,False,0,3,False,0,0,0,0,0,2,0,0
165,0349_01,1,False,2,2,False,0,0,0,0,0,0,0,1
166,0349_02,1,True,2,1,False,0,0,0,0,0,0,0,1
167,0349_03,1,False,2,2,False,0,0,0,0,0,0,0,1
168,0349_04,1,True,0,1,False,0,0,0,0,0,0,0,1
169,0349_05,1,False,2,1,False,0,0,0,0,0,0,0,1
170,0349_06,1,False,2,1,False,0,0,0,0,0,0,0,1
171,0351_01,2,True,2,2,False,0,0,0,0,0,5,0,0
172,0353_01,0,True,2,0,False,0,0,0,0,0,6,0,0
173,0353_02,0,True,1,1,False,0,0,0,0,0,6,0,0
174,0354_01,0,False,1,4,False,0,0,0,0,0,5,0,0
175,0362_01,0,False,2,1,False,0,0,0,0,0,5,0,0
176,0363_01,0,False,2,1,False,0,0,0,0,0,4,0,1
177,0363_02,0,False,2,0,False,0,0,0,0,0,4,0,1
178,0363_03,0,True,2,0,False,0,0,0,0,0,4,0,1
179,0364_01,2,False,2,2,False,0,0,0,0,0,5,0,0
181,0366_01,0,True,2,1,False,0,0,0,0,0,6,0,1
182,0367_01,1,False,0,3,False,0,0,0,0,0,3,0,1
183,0374_01,0,False,2,1,False,0,0,0,0,0,5,0,0
185,0386_01,2,False,2,3,False,0,0,0,0,0,3,0,1
186,0390_01,0,True,2,3,False,0,0,0,0,0,6,0,0
187,0393_01,0,False,0,2,False,0,0,0,0,0,6,0,1
188,0394_01,2,False,2,1,False,0,0,0,0,0,5,0,0
189,0399_01,0,True,2,1,False,0,0,0,0,0,6,0,0
190,0400_01,1,True,2,1,False,0,0,0,0,0,2,0,0
191,0404_01,2,False,2,1,False,0,0,0,0,0,5,0,0
192,0406_01,0,False,2,1,False,0,0,0,0,0,5,0,1
193,0414_01,0,False,2,1,False,0,0,0,0,0,5,0,0
194,0416_01,0,False,2,1,False,0,0,0,0,0,4,0,1
195,0418_01,0,False,2,3,False,0,0,0,0,0,5,0,0
196,0419_01,0,False,2,2,False,0,0,0,0,0,6,0,0
197,0419_02,0,True,1,0,False,0,0,0,0,0,6,0,0
198,0419_03,0,True,2,2,False,0,0,0,0,0,6,0,0
199,0420_01,0,False,2,3,False,0,0,0,0,0,5,0,0
200,0421_01,1,False,0,1,False,0,0,0,0,0,2,0,0
201,0422_01,0,False,2,3,False,0,0,0,0,0,6,0,1
202,0424_01,2,False,2,3,False,0,0,0,0,0,5,0,1
203,0426_01,0,False,2,1,False,0,0,0,0,0,5,0,1
204,0440_01,2,False,2,2,False,0,0,0,0,0,3,0,0
205,0443_01,2,False,2,3,False,0,0,0,0,0,4,0,1
206,0450_01,0,False,1,1,False,0,0,0,0,0,5,0,1
207,0451_01,1,True,0,2,False,0,0,0,0,0,2,0,1
208,0455_01,1,False,2,1,False,0,0,0,0,0,3,0,0
209,0464_01,0,True,2,1,False,0,0,0,0,0,6,0,1
210,0467_01,2,True,2,1,False,0,0,0,0,0,3,0,0
211,0467_02,2,True,2,1,False,0,0,0,0,0,3,0,0
212,0467_03,2,True,0,2,False,0,0,0,0,0,3,0,0
213,0467_04,2,False,2,3,False,0,0,0,0,0,3,0,0
214,0469_01,1,False,2,1,False,0,0,0,0,0,2,0,1
215,0473_01,0,False,2,1,False,0,0,0,0,0,5,0,0
216,0478_01,1,False,2,2,False,0,0,0,0,0,2,0,0
217,0478_02,1,True,0,2,False,0,0,0,0,0,2,0,0
218,0479_01,1,True,0,2,False,0,0,0,0,0,1,0,1
219,0483_01,1,True,2,1,False,0,0,0,0,0,3,0,0
220,0483_02,1,False,2,2,False,0,0,0,0,0,3,0,0
221,0484_01,2,True,0,3,False,0,0,0,0,0,5,0,0
222,0486_01,0,False,0,1,False,0,0,0,0,0,6,0,0
223,0489_01,2,True,2,2,False,0,0,0,0,0,4,0,0
224,0489_02,2,True,2,1,False,0,0,0,0,0,5,0,0
225,0491_01,0,False,1,2,False,0,0,0,0,0,5,0,0
226,0492_01,2,False,2,2,False,0,0,0,0,0,3,0,1
227,0493_01,0,True,2,2,False,0,0,0,0,0,6,0,1
228,0494_01,1,True,0,1,False,0,0,0,0,0,2,0,0
229,0494_02,1,False,2,1,False,0,0,0,0,0,2,0,0
230,0495_01,0,True,2,0,False,0,0,0,0,0,6,0,1
231,0495_02,0,True,2,0,False,0,0,0,0,0,6,0,1
232,0495_03,0,True,2,0,False,0,0,0,0,0,6,0,1
233,0495_04,0,False,2,0,False,0,0,0,0,0,6,0,1
234,0495_05,0,False,2,2,False,0,0,0,0,0,6,0,1
235,0495_06,0,False,2,0,False,0,0,0,0,0,6,0,1
236,0496_01,0,False,0,0,False,0,0,0,0,0,6,0,0
237,0496_02,0,True,1,0,False,0,0,0,0,0,6,0,0
238,0497_01,2,True,2,1,False,0,0,0,0,0,5,0,0
239,0505_01,0,False,2,1,False,0,0,0,0,0,5,0,0
240,0508_01,1,False,0,2,False,0,0,0,0,0,3,0,0
242,0511_01,0,False,2,1,False,0,0,0,0,0,6,0,1
243,0514_01,0,True,2,1,False,0,0,0,0,0,6,0,0
244,0524_01,1,False,2,2,False,0,0,0,0,0,7,0,1
245,0526_01,0,True,2,2,False,0,0,0,0,0,6,0,0
246,0530_01,1,False,2,1,False,0,0,0,0,0,1,0,1
247,0530_02,1,False,0,2,False,0,0,0,0,0,1,0,1
248,0530_03,1,True,0,3,False,0,0,0,0,0,1,0,1
249,0532_01,1,False,0,2,False,0,0,0,0,0,1,0,1
250,0532_02,1,True,2,1,False,0,0,0,0,0,1,0,1
251,0535_01,0,False,1,1,False,0,0,0,0,0,4,0,1
252,0536_01,2,False,2,0,False,0,0,0,0,0,5,0,1
253,0536_02,2,False,2,2,False,0,0,0,0,0,4,0,1
254,0541_01,1,True,2,2,False,0,0,0,0,0,1,0,1
255,0543_01,0,True,2,2,False,0,0,0,0,0,6,0,0
256,0544_01,1,False,2,1,False,0,1,0,0,0,2,0,1
257,0554_01,2,False,2,3,False,0,0,0,0,0,5,0,0
258,0557_01,2,True,2,2,False,0,0,0,0,0,5,0,0
259,0557_02,2,True,2,1,False,0,0,0,0,0,5,0,0
260,0558_01,0,False,2,4,False,0,0,0,0,0,5,0,1
261,0562_01,2,False,2,1,False,0,0,0,0,0,5,0,1
262,0562_02,2,True,2,0,False,0,0,0,0,0,5,0,1
264,0578_01,0,True,2,1,False,0,0,0,0,0,6,0,1
265,0578_02,0,False,2,2,False,0,0,0,0,0,6,0,1
266,0584_01,0,True,2,1,False,0,0,0,0,0,6,0,0
267,0584_02,0,False,2,0,False,0,0,0,0,0,5,0,0
268,0592_01,0,False,2,2,False,0,0,0,0,0,5,0,0
269,0595_01,0,True,2,2,False,0,0,0,0,0,6,0,1
270,0601_01,0,False,2,0,False,0,0,0,0,0,6,0,0
271,0604_01,0,False,2,1,False,0,0,0,0,0,5,0,0
272,0605_01,0,False,2,2,False,0,0,0,0,0,5,0,1
273,0606_01,0,True,1,2,False,0,0,0,0,0,6,0,0
274,0613_01,1,True,2,3,False,0,0,0,0,0,1,0,0
275,0613_02,1,True,2,2,False,0,0,0,0,0,1,0,0
276,0616_01,0,False,2,1,False,0,0,0,0,0,4,0,1
277,0617_01,2,False,2,1,False,0,0,0,0,0,5,0,0
278,0620_01,2,False,2,3,True,0,0,0,0,0,5,0,0
279,0620_02,2,False,2,1,False,0,0,0,0,0,5,0,0
280,0620_03,2,False,0,1,False,0,0,0,0,0,5,0,0
281,0621_01,0,False,2,1,False,0,0,0,0,0,4,0,1
282,0622_01,1,False,0,2,False,0,0,0,0,0,1,0,0
283,0624_01,1,False,2,1,False,0,0,0,0,0,4,0,1
284,0625_01,2,True,0,0,False,0,0,0,0,0,5,0,1
285,0625_02,2,True,2,2,False,0,0,0,0,0,5,0,1
286,0625_03,2,True,0,1,False,0,0,0,0,0,5,0,1
287,0626_01,1,True,0,1,False,0,0,0,0,0,1,0,1
288,0626_02,1,True,2,1,False,0,0,0,0,0,1,0,1
289,0626_03,1,False,2,1,True,0,0,0,0,0,3,0,1
290,0627_01,2,False,2,2,False,0,0,0,0,0,3,0,1
291,0632_01,0,False,2,1,False,0,0,0,0,0,5,0,0
292,0632_02,0,False,1,0,False,0,0,0,0,0,4,0,0
293,0632_03,0,True,2,1,False,0,0,0,0,0,6,0,0
294,0640_01,1,True,2,2,False,0,0,0,0,0,3,0,0
295,0640_02,1,True,0,1,False,0,0,0,0,0,3,0,0
296,0648_01,2,False,0,2,False,0,0,0,0,0,3,0,0
297,0648_02,2,False,2,1,False,0,0,0,0,0,3,0,0
298,0649_01,0,False,2,0,False,0,0,0,0,0,6,0,0
299,0651_01,1,True,2,1,False,0,0,0,0,0,3,0,0
300,0652_01,0,True,1,0,False,0,0,0,0,0,6,0,1
301,0652_02,0,False,2,0,False,0,0,0,0,0,6,0,1
302,0652_03,0,False,2,0,False,0,0,0,0,0,6,0,1
303,0652_04,0,False,2,1,False,0,0,0,0,0,5,0,1
304,0652_05,0,False,0,0,False,0,0,0,0,0,6,0,1
305,0654_01,0,False,2,4,False,0,0,0,0,0,6,0,0
306,0662_01,0,False,2,1,False,0,0,0,0,0,5,0,0
307,0666_01,0,True,2,1,False,0,0,0,0,0,6,0,1
308,0666_02,0,False,2,0,False,0,0,0,0,0,5,0,1
309,0667_01,2,False,2,3,False,0,0,0,0,0,3,0,0
310,0670_01,2,False,2,2,False,0,0,0,0,0,4,0,0
311,0670_02,2,False,2,1,False,0,0,0,0,0,4,0,0
312,0673_01,0,True,0,1,False,0,0,0,0,0,6,0,0
313,0675_01,0,False,2,3,False,0,0,0,0,0,4,0,1
314,0676_01,2,False,2,1,False,0,0,0,0,0,5,0,1
315,0681_01,0,True,2,1,False,0,0,0,0,0,6,0,0
316,0692_01,0,False,2,0,False,0,0,0,0,0,5,0,1
317,0694_01,0,True,1,2,False,0,0,0,0,0,6,0,1
318,0695_01,0,True,0,2,False,0,0,0,0,0,6,0,1
319,0698_01,0,False,2,3,False,0,0,0,0,0,5,0,1
320,0700_01,0,False,2,1,False,0,0,0,0,0,5,0,0
321,0706_01,0,True,0,0,False,0,0,0,0,0,6,0,0
322,0708_01,1,True,2,0,False,0,0,0,0,0,1,0,0
323,0708_02,1,True,0,0,False,0,0,0,0,0,1,0,0
324,0711_01,2,False,2,0,False,0,0,0,0,0,5,0,1
325,0716_01,2,False,2,2,False,0,0,0,0,0,4,0,1
326,0717_01,1,True,2,1,False,0,0,0,0,0,1,0,0
327,0717_02,1,False,0,1,False,0,0,0,0,0,1,0,0
328,0717_03,1,True,2,1,False,0,0,0,0,0,1,0,0
329,0717_04,1,True,2,1,False,0,0,0,0,0,1,0,0
330,0717_05,1,False,2,0,False,0,0,0,0,0,1,0,0
331,0717_06,1,False,2,2,False,0,0,0,0,0,1,0,0
332,0717_07,1,True,0,3,False,0,0,0,0,0,1,0,0
333,0720_01,2,True,2,1,False,0,0,0,0,0,5,0,1
334,0720_02,2,False,2,1,False,0,0,0,0,0,4,0,1
335,0720_03,2,False,2,1,False,0,0,0,0,0,3,0,1
336,0721_01,0,False,2,2,False,0,0,0,0,0,5,0,1
337,0722_01,2,False,2,1,False,0,0,0,0,0,5,0,0
338,0723_01,0,False,0,1,False,0,0,0,0,0,5,0,1
339,0725_01,0,True,1,2,False,0,0,0,0,0,6,0,0
340,0730_01,0,False,2,2,False,0,0,0,0,0,5,0,1
341,0731_01,0,False,2,1,False,0,0,0,0,0,5,0,1
342,0731_02,0,False,2,1,False,0,0,0,0,0,5,0,1
343,0735_01,2,False,2,1,False,0,0,0,0,0,5,0,0
345,0741_01,0,False,0,1,False,0,0,0,0,0,5,0,1
346,0742_01,2,False,2,2,False,0,0,0,0,0,4,0,1
347,0742_02,2,True,2,1,False,0,0,0,0,0,5,0,1
348,0744_01,1,True,0,2,False,0,0,0,0,0,1,0,1
349,0745_01,0,False,2,1,False,0,0,0,0,0,4,0,0
350,0747_01,2,False,2,1,False,0,0,0,0,0,5,0,0
351,0748_01,2,True,2,2,False,0,0,0,0,0,5,0,1
352,0748_02,2,False,2,1,False,0,0,0,0,0,5,0,1
353,0749_01,2,True,2,1,False,0,0,0,0,0,5,0,0
354,0751_01,2,True,2,1,False,0,0,0,0,0,5,0,1
355,0752_01,0,True,2,1,False,0,0,0,0,0,6,0,1
356,0755_01,1,False,0,1,False,0,0,0,0,0,3,0,0
357,0758_01,1,False,2,1,False,0,0,0,0,0,2,0,1
359,0758_03,1,False,2,3,False,0,0,0,0,0,2,0,1
360,0759_01,1,True,0,2,False,0,0,0,0,0,2,0,0
361,0759_02,1,False,0,1,False,0,0,0,0,0,2,0,0
362,0759_03,1,True,2,2,False,0,0,0,0,0,2,0,0
363,0760_01,0,False,2,1,False,0,0,0,0,0,5,0,0
364,0763_01,1,True,2,1,False,0,0,0,0,0,2,0,1
365,0763_02,1,False,2,2,False,0,0,0,0,0,2,0,1
366,0766_01,2,True,2,2,False,0,0,0,0,0,4,0,1
367,0774_01,1,False,2,2,False,0,0,0,0,0,2,0,0
368,0774_02,1,False,0,1,False,0,0,0,0,0,1,0,0
369,0774_03,1,False,2,2,False,0,0,0,0,0,1,0,0
370,0775_01,1,False,2,0,False,0,0,0,0,0,2,0,1
371,0775_02,1,True,2,0,False,0,0,0,0,0,2,0,1
372,0775_03,1,True,2,1,False,0,0,0,0,0,2,0,1
373,0775_04,1,False,2,1,False,0,0,0,0,1,2,0,1
374,0775_05,1,False,2,1,False,0,0,0,0,0,2,0,1
375,0775_06,1,True,0,2,False,0,0,0,0,0,2,0,1
376,0778_01,1,True,2,2,False,0,0,0,0,0,2,0,1
377,0778_02,1,False,0,1,False,0,0,0,0,0,2,0,1
378,0780_01,2,True,2,3,False,0,0,0,0,0,3,0,1
379,0783_01,0,False,2,1,False,0,0,0,0,0,5,0,0
380,0792_01,0,True,1,1,False,0,0,0,0,0,6,0,0
381,0800_01,1,False,0,1,True,0,0,0,0,0,2,0,1
382,0801_01,2,True,2,1,False,0,0,0,0,0,5,0,0
383,0803_01,0,False,0,2,False,0,0,0,0,0,6,0,0
384,0804_01,1,True,0,1,False,0,0,0,0,0,2,0,0
385,0807_01,2,False,2,2,False,0,0,0,0,0,5,0,1
386,0810_01,2,False,2,1,False,0,0,0,0,0,5,0,0
387,0812_01,2,True,2,2,False,0,0,0,0,0,4,0,1
388,0814_01,2,False,2,1,True,0,0,0,0,0,5,0,1
389,0821_01,2,False,0,1,False,0,0,0,0,0,5,0,1
390,0827_01,1,False,2,1,False,0,0,0,0,0,0,0,0
391,0827_02,1,False,2,2,False,0,0,0,0,0,0,0,0
392,0827_03,1,True,0,4,False,0,0,0,0,0,0,0,0
393,0831_01,0,False,1,2,False,0,0,0,0,0,5,0,0
394,0832_01,0,True,1,1,False,0,0,0,0,0,6,0,0
395,0837_01,1,True,2,1,False,0,0,0,0,0,3,0,0
396,0837_02,1,False,0,1,False,0,0,0,0,0,3,0,0
397,0838_01,2,True,2,1,False,0,0,0,0,0,4,0,0
398,0838_02,2,False,2,1,False,0,0,0,0,0,3,0,0
399,0841_01,0,False,1,2,False,0,0,0,0,0,5,0,0
400,0842_01,2,True,2,1,False,0,0,0,0,0,4,0,0
401,0843_01,0,True,1,2,False,0,0,0,0,0,6,0,0
402,0844_01,2,True,2,3,False,0,0,0,0,0,4,0,1
403,0847_01,0,False,2,0,False,0,0,0,0,0,5,0,1
404,0852_01,1,True,2,4,False,0,0,0,0,0,3,0,1
405,0854_01,0,True,1,1,False,0,0,0,0,0,6,0,1
406,0855_01,1,False,2,2,False,0,0,0,0,0,1,0,1
407,0856_01,0,False,2,1,False,0,0,0,0,0,5,0,0
408,0857_01,1,False,0,3,False,0,0,0,0,0,1,0,1
409,0858_01,2,False,2,1,False,0,0,0,0,0,3,0,0
410,0858_02,2,True,2,1,False,0,0,0,0,0,5,0,0
411,0861_01,0,False,2,3,False,0,0,0,0,0,6,0,1
412,0862_01,0,True,2,1,False,0,0,0,0,0,6,0,0
413,0864_01,2,False,2,2,False,0,0,0,0,0,3,0,1
414,0864_02,2,True,2,2,False,0,0,0,0,0,5,0,1
415,0864_03,2,True,2,0,False,0,0,0,0,0,5,0,1
416,0866_01,2,True,2,1,False,0,0,0,0,0,5,0,0
417,0872_01,0,False,2,1,False,0,0,0,0,0,4,0,1
418,0880_01,2,True,1,0,False,0,0,0,0,0,4,0,0
419,0880_02,2,True,2,2,False,0,0,0,0,0,4,0,0
420,0882_01,0,False,2,1,False,0,0,0,0,0,6,0,1
421,0884_01,0,False,2,3,False,0,0,0,0,0,6,0,0
423,0886_01,2,False,2,3,False,0,0,0,0,0,5,0,0
424,0886_02,2,True,2,3,False,0,0,0,0,0,5,0,0
425,0886_03,2,True,2,0,False,0,0,0,0,0,5,0,0
426,0887_01,1,False,2,3,False,0,0,0,0,0,2,0,0
427,0887_02,1,False,2,1,False,0,0,0,0,0,2,0,0
428,0888_01,2,False,2,2,False,0,0,0,0,0,3,0,0
429,0888_02,2,False,2,2,False,0,0,0,0,0,5,0,0
